continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,unit_of_wage,full_time_position,wage_range
Asia,High School,N,N,2586,1984,West,Year,Y,< 50000
Africa,Doctorate,N,N,991,1867,Northeast,Year,Y,50000-100000
North America,Bachelor's,N,N,5586,1850,Northeast,Hour,Y,> 100000
Asia,High School,Y,N,2439,2001,South,Hour,Y,> 100000
Asia,Bachelor's,Y,Y,4443,1974,West,Year,Y,> 100000
Asia,Bachelor's,Y,Y,2206,1909,Northeast,Year,Y,50000-100000
Asia,High School,N,Y,648,1989,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,31455,1988,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,2514,1955,Midwest,Year,N,50000-100000
Asia,Bachelor's,N,Y,292,1838,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,1686,2009,South,Year,Y,> 100000
Asia,Master's,Y,N,52,2013,Midwest,Year,N,> 100000
Asia,Master's,N,N,1950,2013,South,Year,Y,50000-100000
Asia,High School,Y,N,460,1998,Northeast,Hour,Y,> 100000
Europe,High School,Y,Y,1285,2012,West,Year,Y,> 100000
Europe,High School,Y,N,2090,1939,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,1695,2005,South,Year,Y,50000-100000
Asia,Master's,Y,N,415,2000,South,Year,Y,50000-100000
North America,Bachelor's,Y,N,1432,2001,Northeast,Year,Y,50000-100000
South America,High School,Y,N,1304,1990,West,Hour,Y,< 50000
Asia,Bachelor's,N,Y,1813,2014,West,Year,Y,50000-100000
Asia,Master's,Y,N,2505,2003,Northeast,Year,Y,< 50000
Asia,Doctorate,Y,N,2836,2000,West,Year,Y,50000-100000
Asia,Master's,N,N,4312,2007,Midwest,Year,N,> 100000
Asia,Master's,Y,N,4335,2015,West,Year,Y,50000-100000
Asia,Master's,Y,N,4802,2008,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,4944,1979,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,320,2007,South,Hour,Y,50000-100000
Asia,Master's,Y,N,2216,1901,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,779,1999,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,3777,1917,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,2431,2008,West,Year,Y,< 50000
Asia,Master's,Y,N,2185,2013,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3352,2003,Midwest,Year,Y,50000-100000
North America,Master's,Y,N,1847,2001,Northeast,Year,Y,50000-100000
North America,Bachelor's,N,N,448,2006,Northeast,Year,Y,50000-100000
Asia,Doctorate,N,Y,2927,1970,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,2821,1983,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,899,1994,West,Year,Y,< 50000
North America,Bachelor's,N,N,4478,1982,Northeast,Year,Y,< 50000
North America,Bachelor's,N,N,751,1971,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,2421,1993,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,95250,1912,South,Year,Y,< 50000
Asia,Master's,N,N,148,2008,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,2369,1984,Northeast,Hour,Y,< 50000
Asia,Master's,Y,N,4933,2006,Northeast,Year,Y,50000-100000
Europe,High School,Y,N,1495,1999,Midwest,Year,Y,> 100000
South America,Master's,Y,N,78199,1972,South,Year,Y,> 100000
North America,High School,N,N,1579,2007,Northeast,Year,N,> 100000
Asia,Bachelor's,N,Y,3860,1994,West,Year,Y,< 50000
Asia,Master's,Y,N,1476,1976,South,Year,Y,> 100000
Asia,Master's,Y,N,2344,1985,Midwest,Hour,Y,> 100000
Asia,Bachelor's,Y,N,177,2010,Midwest,Year,Y,50000-100000
North America,Doctorate,Y,N,5931,1959,West,Year,Y,< 50000
Asia,High School,N,Y,1642,1961,Northeast,Year,Y,50000-100000
Asia,Doctorate,N,Y,4602,1948,West,Year,Y,50000-100000
North America,Master's,N,N,1468,1997,West,Week,Y,> 100000
North America,Master's,Y,N,4347,2005,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,5778,1925,Northeast,Year,Y,50000-100000
South America,Bachelor's,N,N,1415,1913,Northeast,Year,Y,50000-100000
North America,Master's,Y,N,1976,2008,Island,Year,Y,> 100000
Asia,Master's,N,N,3934,1998,South,Year,Y,50000-100000
Asia,High School,Y,N,3020,1989,West,Week,Y,50000-100000
Asia,Master's,Y,N,3117,1990,South,Year,Y,< 50000
Asia,Master's,N,N,3542,2001,Northeast,Hour,Y,< 50000
Africa,Bachelor's,N,N,978,1999,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,5222,1998,South,Year,Y,50000-100000
South America,Doctorate,N,N,1765,1871,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,4266,1976,South,Year,Y,> 100000
Asia,Master's,Y,N,2345,1966,South,Year,Y,> 100000
Europe,Doctorate,Y,Y,317,2002,South,Year,Y,< 50000
Asia,High School,Y,N,2622,2001,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,2898,2010,Northeast,Year,Y,< 50000
Asia,Master's,N,N,876,1817,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,2347,2005,West,Year,N,50000-100000
Europe,Bachelor's,Y,Y,2982,1997,South,Year,Y,50000-100000
Asia,High School,N,N,1525,1989,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1112,1962,Northeast,Week,Y,< 50000
Asia,Master's,Y,N,2162,2007,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,5234,2006,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2194,2014,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,N,696,1991,South,Hour,Y,> 100000
South America,High School,N,N,2873,2005,Northeast,Year,Y,50000-100000
South America,High School,Y,N,2534,2001,West,Hour,Y,> 100000
Asia,Master's,N,N,1655,1979,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2122,1947,Midwest,Year,Y,> 100000
Asia,High School,Y,N,2308,1972,West,Year,Y,50000-100000
Asia,Master's,Y,N,1089,2007,South,Year,Y,50000-100000
Asia,Master's,Y,N,4180,1960,Island,Year,Y,50000-100000
Europe,Doctorate,Y,N,2540,2003,Midwest,Year,Y,< 50000
Africa,Bachelor's,Y,N,520,1997,Midwest,Year,Y,50000-100000
Europe,Master's,N,N,1525,1995,Northeast,Year,Y,> 100000
Europe,High School,N,N,1247,1899,West,Year,Y,50000-100000
Asia,Bachelor's,N,Y,335,2004,South,Year,Y,> 100000
Asia,Master's,Y,N,1776,1999,Midwest,Year,Y,50000-100000
Asia,Master's,N,N,2806,1979,Midwest,Year,Y,50000-100000
Asia,Master's,N,N,5147,2000,Island,Year,N,< 50000
Asia,Master's,N,N,827,2009,Northeast,Year,Y,> 100000
Asia,Master's,Y,Y,2788,1889,Island,Year,Y,> 100000
Asia,Bachelor's,Y,N,144,2006,Midwest,Year,Y,> 100000
North America,Bachelor's,Y,N,1063,1989,West,Year,Y,< 50000
Asia,Bachelor's,N,N,527,1995,West,Hour,Y,> 100000
Asia,Bachelor's,N,N,2734,1974,Northeast,Hour,Y,> 100000
Asia,High School,N,N,515,2005,Midwest,Year,Y,> 100000
Asia,Master's,N,N,1745,1993,West,Hour,Y,> 100000
Europe,Bachelor's,Y,Y,628,2011,South,Year,Y,< 50000
North America,Master's,Y,N,3386,1875,Midwest,Year,Y,50000-100000
South America,Bachelor's,N,N,789,2008,Northeast,Hour,Y,< 50000
Asia,Bachelor's,Y,N,4673,1930,Island,Year,Y,50000-100000
Asia,Master's,N,N,2065,1997,Northeast,Year,Y,< 50000
Europe,High School,Y,N,3353,2006,West,Year,Y,> 100000
Europe,Bachelor's,Y,N,1547,2000,Midwest,Year,Y,< 50000
Asia,High School,Y,N,1305,2001,Midwest,Year,Y,< 50000
Asia,Bachelor's,N,N,3115,1998,South,Year,Y,50000-100000
Europe,Bachelor's,Y,N,3112,1980,Northeast,Year,Y,< 50000
North America,High School,N,N,4077,1855,Northeast,Hour,Y,50000-100000
Asia,Doctorate,Y,N,3947,1998,Northeast,Year,Y,< 50000
Africa,Master's,Y,N,1942,2007,West,Year,Y,> 100000
Oceania,Master's,Y,N,110,2012,West,Year,N,> 100000
Asia,Bachelor's,Y,N,4849,2007,West,Year,Y,< 50000
Asia,Master's,N,N,1063,1985,West,Year,Y,> 100000
Europe,Bachelor's,N,Y,2583,1804,West,Year,Y,> 100000
Asia,Bachelor's,N,N,1172,2013,Midwest,Year,Y,< 50000
Asia,Master's,Y,N,2745,2015,Midwest,Year,Y,> 100000
Asia,Bachelor's,N,N,4739,1998,West,Year,Y,< 50000
Asia,Bachelor's,N,Y,1530,2012,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1956,1986,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,2445,2004,West,Year,N,> 100000
Asia,Master's,N,Y,2714,2013,Northeast,Year,Y,> 100000
Europe,Master's,N,Y,2098,2001,West,Year,Y,50000-100000
North America,Doctorate,N,N,2095,1987,West,Year,Y,< 50000
Asia,High School,Y,N,1387,1992,Northeast,Hour,Y,< 50000
Asia,Master's,N,N,1629,2009,South,Year,Y,50000-100000
Asia,Master's,N,N,333,1925,South,Year,Y,< 50000
Asia,Bachelor's,N,N,1018,2006,Northeast,Year,N,< 50000
North America,Master's,N,N,1506,1989,Northeast,Year,Y,50000-100000
Asia,High School,Y,N,2142,1902,South,Hour,Y,50000-100000
Asia,Bachelor's,N,N,1203,2009,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,4509,2007,West,Year,Y,< 50000
Europe,Doctorate,Y,N,3822,1997,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,3175,2005,South,Year,Y,> 100000
Asia,Bachelor's,Y,N,121,1953,West,Year,Y,50000-100000
Europe,Bachelor's,Y,N,3598,2000,Northeast,Year,Y,< 50000
North America,Master's,Y,N,929,1985,Island,Year,Y,< 50000
Europe,Bachelor's,N,N,289,1969,West,Year,Y,< 50000
North America,High School,Y,Y,2882,1979,West,Year,Y,< 50000
Asia,Master's,N,N,1714,1820,South,Hour,Y,> 100000
North America,Master's,Y,N,1584,1977,Northeast,Year,N,< 50000
Asia,Bachelor's,N,N,141,1858,West,Year,Y,> 100000
Asia,Master's,Y,N,1172,2002,West,Year,Y,< 50000
Asia,Master's,Y,N,4341,1968,Northeast,Year,N,50000-100000
North America,Master's,N,N,3718,1999,Midwest,Year,N,50000-100000
North America,Master's,N,N,14360,1987,Island,Year,Y,> 100000
Europe,Master's,N,N,108583,1886,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,1679,1968,Midwest,Year,Y,> 100000
North America,Master's,N,Y,2758,2000,West,Year,Y,50000-100000
Asia,Master's,Y,N,159,1995,Northeast,Year,N,> 100000
Asia,Bachelor's,Y,N,52,2000,Midwest,Year,Y,> 100000
North America,High School,Y,N,951,1956,Midwest,Year,N,50000-100000
Asia,Bachelor's,Y,Y,3211,2013,Northeast,Year,Y,> 100000
North America,Master's,N,N,4207,2000,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,1914,1996,Northeast,Year,Y,< 50000
North America,Bachelor's,N,N,1559,1986,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2469,1854,South,Year,N,50000-100000
Asia,Master's,N,N,3386,1979,West,Year,N,50000-100000
Asia,Master's,Y,N,4550,1925,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,58,2000,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,803,1982,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,4236,1986,South,Year,Y,> 100000
Europe,Doctorate,N,N,2594,1979,South,Year,Y,50000-100000
Asia,Master's,N,N,121,1899,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,Y,1543,1999,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,3209,2001,Northeast,Year,Y,> 100000
North America,High School,N,N,9245,1960,Midwest,Year,Y,< 50000
Asia,Master's,N,N,354,1855,Midwest,Year,Y,> 100000
Europe,Bachelor's,N,N,276,2001,Midwest,Year,Y,< 50000
Europe,Bachelor's,Y,N,5000,2008,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,3405,2009,West,Year,Y,50000-100000
Asia,High School,Y,N,1066,1995,Northeast,Year,Y,> 100000
Africa,Bachelor's,N,N,1971,2007,South,Year,N,> 100000
Asia,High School,Y,N,4445,1933,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,1057,2003,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,3016,2001,West,Year,Y,50000-100000
Asia,High School,Y,N,16534,1960,Midwest,Hour,Y,50000-100000
Asia,Master's,Y,N,4247,2007,Northeast,Year,Y,< 50000
Asia,Master's,N,N,3704,1983,West,Year,Y,< 50000
Asia,High School,Y,N,58630,1804,West,Year,Y,< 50000
Asia,Bachelor's,N,N,3104,1996,South,Year,Y,> 100000
Africa,Master's,Y,N,851,2008,South,Year,Y,< 50000
Asia,Master's,N,N,2016,2012,Midwest,Year,Y,50000-100000
Asia,Doctorate,Y,Y,4427,1985,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1548,1998,Northeast,Year,Y,> 100000
Asia,Bachelor's,Y,N,4658,1968,South,Year,Y,> 100000
Europe,Bachelor's,N,Y,1198,1998,South,Year,Y,50000-100000
Asia,Master's,N,N,2672,1981,Midwest,Year,N,> 100000
North America,Doctorate,N,N,459450,2001,Northeast,Year,Y,> 100000
Asia,High School,N,N,12650,1980,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,2416,2002,South,Year,N,> 100000
Asia,Doctorate,N,N,185,1998,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,1118,2005,Midwest,Year,N,> 100000
Europe,Master's,Y,N,220,1998,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,2843,1987,Northeast,Year,Y,> 100000
North America,Master's,Y,N,3385,1997,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,1104,1909,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,1628,2006,West,Year,Y,< 50000
Asia,Master's,Y,N,1085,1907,West,Hour,Y,> 100000
Asia,Master's,N,N,3649,1998,South,Year,Y,50000-100000
Asia,Master's,Y,N,3771,2004,Northeast,Year,N,> 100000
Asia,Bachelor's,N,N,486,1987,Northeast,Year,Y,50000-100000
Asia,Doctorate,Y,N,1844,2001,South,Year,Y,> 100000
Asia,Bachelor's,N,N,25158,2006,Midwest,Year,Y,> 100000
Asia,High School,N,N,3227,1845,Northeast,Hour,Y,> 100000
North America,Master's,N,N,5396,1963,South,Year,N,> 100000
Asia,Bachelor's,Y,N,3503,2005,South,Year,Y,50000-100000
Europe,Doctorate,N,N,1110,1995,West,Year,Y,< 50000
Europe,Master's,Y,N,1282,1997,West,Year,Y,50000-100000
Asia,Doctorate,N,N,3632,1929,West,Year,N,< 50000
Asia,Bachelor's,N,N,4861,2013,South,Year,Y,> 100000
North America,Bachelor's,N,Y,2833,1906,South,Year,Y,< 50000
Asia,Bachelor's,N,N,830,1996,South,Year,Y,< 50000
Europe,High School,N,Y,1476,2015,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,4763,1914,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,2771,2007,South,Year,Y,> 100000
Asia,Master's,Y,N,3147,2008,Midwest,Year,Y,50000-100000
Asia,Bachelor's,N,N,579,1989,Midwest,Year,Y,> 100000
Asia,High School,Y,N,2540,2011,Northeast,Year,Y,> 100000
North America,Master's,N,N,1846,2005,South,Year,N,50000-100000
Asia,Master's,N,N,4170,1998,Northeast,Year,Y,> 100000
Europe,High School,N,Y,1765,1892,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,579,1977,South,Year,Y,< 50000
Europe,Doctorate,Y,N,3647,1997,Northeast,Year,Y,50000-100000
Asia,High School,N,N,1796,1988,West,Hour,Y,> 100000
Africa,Master's,N,N,2582,2004,West,Year,Y,< 50000
Asia,Master's,N,N,766,1900,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,1209,2001,Midwest,Year,Y,< 50000
Asia,Master's,Y,N,1583,2001,Midwest,Year,Y,< 50000
Asia,Master's,N,N,2143,2006,Northeast,Year,N,> 100000
Europe,Master's,N,N,4306,2006,Northeast,Year,Y,< 50000
South America,Bachelor's,Y,Y,1709,1995,Northeast,Year,Y,> 100000
Europe,Bachelor's,Y,N,874,1986,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,2402,1901,South,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2450,2012,Northeast,Year,Y,50000-100000
Asia,High School,N,N,1753,1882,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,4259,2003,Northeast,Year,Y,< 50000
Europe,Bachelor's,Y,N,2005,2010,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2086,1997,South,Year,Y,50000-100000
North America,Bachelor's,N,N,975,1997,South,Year,Y,> 100000
South America,Master's,Y,N,2498,2012,West,Year,N,< 50000
Asia,Master's,Y,N,26494,2007,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,2073,1870,Northeast,Year,Y,> 100000
Europe,Bachelor's,N,N,2404,2010,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,1872,1992,West,Year,Y,> 100000
Europe,Bachelor's,N,Y,4353,1972,West,Year,Y,> 100000
Asia,Bachelor's,N,N,6137,1999,South,Year,Y,< 50000
North America,High School,N,N,4538,2004,Island,Year,Y,< 50000
Asia,Master's,N,N,165,2005,Midwest,Year,Y,> 100000
North America,Master's,Y,N,2927,2010,South,Year,Y,< 50000
Asia,Master's,Y,Y,1458,2000,Northeast,Year,Y,> 100000
North America,Bachelor's,N,N,2927,1968,Midwest,Year,Y,> 100000
Asia,Master's,N,N,2613,2013,Northeast,Hour,Y,< 50000
Asia,Bachelor's,N,N,1459,2000,South,Year,Y,< 50000
Asia,Master's,N,N,5182,1946,Northeast,Year,Y,< 50000
Europe,Master's,N,N,3866,2006,West,Year,Y,< 50000
Asia,High School,Y,N,2037,1971,Northeast,Year,Y,> 100000
Asia,High School,Y,N,6292,2001,Northeast,Year,Y,< 50000
Asia,High School,Y,N,3008,2000,West,Year,Y,50000-100000
North America,Master's,N,N,866,2010,South,Year,Y,< 50000
Asia,Master's,Y,N,4812,1997,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,Y,2036,1997,West,Year,Y,< 50000
Asia,High School,N,Y,1459,1999,West,Year,Y,> 100000
Asia,High School,Y,N,1037,2005,Midwest,Year,Y,50000-100000
Asia,Bachelor's,Y,N,1160,1992,South,Year,Y,> 100000
Asia,Bachelor's,N,N,20076,2010,West,Year,Y,< 50000
Asia,Bachelor's,N,N,2517,2005,South,Year,N,> 100000
Asia,Master's,N,N,3271,1855,Northeast,Year,N,50000-100000
Asia,High School,Y,N,4530,1994,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,695,1977,South,Year,Y,< 50000
Asia,Master's,Y,N,1327,2006,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,1441,1998,South,Year,Y,< 50000
Asia,Bachelor's,N,N,2853,1984,Northeast,Hour,Y,50000-100000
North America,Master's,Y,Y,840,1991,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,198,1942,Northeast,Year,Y,< 50000
Europe,Master's,Y,Y,799,2003,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,3578,1914,Northeast,Year,N,> 100000
Europe,High School,Y,N,73987,2010,South,Year,Y,> 100000
North America,Master's,N,N,665,1988,Midwest,Year,Y,> 100000
Asia,Bachelor's,Y,N,2285,2008,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,22840,1993,South,Year,N,50000-100000
Asia,High School,N,N,107,1994,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,829,1956,South,Year,Y,< 50000
Asia,High School,Y,Y,1495,1945,South,Year,N,50000-100000
Asia,Bachelor's,N,N,2130,2004,West,Year,Y,50000-100000
Asia,Master's,N,N,1683,1869,West,Hour,Y,> 100000
Asia,Bachelor's,Y,N,387,2009,West,Year,Y,50000-100000
Asia,Master's,Y,N,938,1999,South,Year,Y,< 50000
Asia,Bachelor's,N,N,2577,2005,Northeast,Hour,Y,> 100000
Europe,Bachelor's,Y,N,1665,1862,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,392,2011,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,2314,1999,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,4221,2014,Northeast,Year,Y,< 50000
North America,Bachelor's,Y,Y,2243,1853,West,Year,Y,< 50000
Europe,Doctorate,Y,Y,6918,2006,South,Year,Y,< 50000
Asia,High School,N,N,11,1969,South,Year,Y,< 50000
Asia,High School,Y,N,4498,1867,Midwest,Year,Y,< 50000
Asia,Master's,Y,N,2998,1987,Midwest,Year,Y,> 100000
Asia,Master's,Y,N,6394,1979,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,2489,2004,Island,Year,Y,50000-100000
North America,Bachelor's,Y,N,299,1970,Northeast,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3517,1875,Northeast,Hour,Y,50000-100000
Asia,Bachelor's,Y,N,5076,2000,South,Year,Y,50000-100000
Asia,Bachelor's,N,N,291,2004,South,Year,Y,< 50000
Europe,Bachelor's,N,N,3620,1994,Northeast,Year,Y,< 50000
Asia,Bachelor's,Y,N,1914,2012,Midwest,Year,Y,> 100000
Asia,Doctorate,N,N,4851,1980,South,Hour,Y,> 100000
Asia,Bachelor's,Y,N,1257,2009,South,Year,Y,< 50000
North America,Bachelor's,Y,N,1070,2007,West,Year,Y,50000-100000
Asia,Master's,Y,N,377,2007,Northeast,Year,Y,> 100000
Europe,Master's,N,N,1719,1978,Northeast,Year,Y,50000-100000
Asia,Master's,Y,N,2448,1987,Northeast,Year,Y,< 50000
Asia,Master's,Y,N,2271,1990,South,Year,N,50000-100000
Europe,Master's,Y,N,238,1870,Northeast,Year,Y,50000-100000
Asia,Master's,N,N,1159,2005,West,Hour,Y,< 50000
Asia,High School,Y,N,1614,1873,Midwest,Year,Y,50000-100000
Asia,Master's,Y,N,4248,2007,West,Year,Y,50000-100000
Asia,Master's,Y,N,342,1994,Northeast,Year,Y,< 50000
North America,Master's,Y,N,2568,1992,Midwest,Year,Y,> 100000
Europe,Bachelor's,N,N,5440,2010,West,Year,Y,< 50000
North America,Bachelor's,N,N,5400,1976,South,Year,Y,< 50000
Asia,Bachelor's,N,N,581,1994,West,Year,Y,> 100000
Asia,Doctorate,N,N,3970,2013,West,Year,Y,50000-100000
Asia,Bachelor's,N,N,1377,2001,West,Year,Y,< 50000
Asia,Bachelor's,N,N,2716,2005,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,3831,1855,South,Year,Y,> 100000
Asia,Bachelor's,N,Y,658,2010,South,Year,Y,> 100000
Asia,Master's,Y,N,2320,2006,Northeast,Hour,Y,> 100000
Asia,Master's,N,Y,1495,1986,Midwest,Year,Y,< 50000
Europe,Doctorate,Y,N,8438,1998,West,Year,Y,< 50000
Asia,High School,N,N,2749,1996,South,Year,Y,< 50000
Asia,Master's,Y,N,999,1839,Midwest,Year,Y,> 100000
Africa,Master's,Y,N,2232,1934,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,2990,1925,Northeast,Hour,Y,50000-100000
Asia,Master's,N,N,854,2001,South,Hour,Y,50000-100000
North America,Master's,N,N,1799,1983,South,Year,N,> 100000
North America,Master's,N,N,5345,1998,Northeast,Year,Y,50000-100000
Europe,Bachelor's,N,N,1248,1946,West,Year,Y,< 50000
Asia,High School,Y,N,4569,1946,South,Hour,Y,> 100000
North America,Bachelor's,Y,N,3551,2012,Northeast,Year,Y,> 100000
Asia,Master's,Y,N,5498,1994,West,Year,Y,< 50000
Europe,Doctorate,N,N,63,2007,South,Year,Y,< 50000
Asia,Bachelor's,N,Y,198,1925,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,1571,1902,West,Year,Y,50000-100000
Asia,High School,N,N,2124,1997,Midwest,Year,Y,< 50000
Oceania,Master's,N,Y,3855,1960,West,Year,Y,< 50000
Asia,High School,Y,N,1882,1968,South,Hour,Y,> 100000
Asia,High School,N,N,1535,1809,Northeast,Year,Y,50000-100000
Europe,High School,Y,N,3327,1983,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,3551,1978,Midwest,Year,Y,> 100000
Europe,High School,Y,N,3255,1869,West,Year,Y,< 50000
North America,Bachelor's,Y,N,616,2001,South,Year,Y,< 50000
Europe,Master's,Y,Y,4211,1948,Northeast,Year,N,50000-100000
Asia,High School,N,N,2035,1983,South,Year,Y,> 100000
Asia,Master's,Y,N,5072,1975,West,Year,Y,< 50000
Asia,High School,N,Y,2951,1994,Northeast,Year,Y,> 100000
Asia,Bachelor's,N,Y,430,1934,Midwest,Year,N,50000-100000
Asia,Master's,Y,N,2048,1993,West,Year,Y,50000-100000
Europe,Master's,N,N,1315,1986,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,5063,2012,West,Year,Y,< 50000
Asia,Bachelor's,Y,N,1414,1852,South,Year,Y,> 100000
Asia,Master's,N,Y,836,2006,South,Year,Y,50000-100000
Asia,Master's,Y,N,1917,2014,South,Year,N,50000-100000
Asia,Master's,Y,N,4246,1960,South,Year,Y,50000-100000
Europe,Master's,N,N,3118,1992,West,Year,Y,< 50000
Asia,Master's,N,Y,3905,2006,South,Year,Y,> 100000
Asia,Bachelor's,N,N,3747,1994,West,Year,Y,50000-100000
Asia,Bachelor's,Y,N,13045,1971,Midwest,Year,Y,< 50000
Asia,High School,Y,N,49,2005,Northeast,Year,Y,50000-100000
North America,Bachelor's,Y,N,2780,2014,West,Year,Y,< 50000
Asia,Bachelor's,N,N,1364,1980,West,Year,Y,> 100000
Asia,Bachelor's,Y,N,2624,2013,Northeast,Year,Y,< 50000
Europe,Bachelor's,Y,Y,27,1999,West,Year,Y,50000-100000
Asia,Doctorate,Y,N,156,2009,South,Year,Y,50000-100000
Asia,High School,N,N,1147,1995,Island,Year,Y,50000-100000
Europe,Master's,Y,N,5467,1911,South,Year,Y,> 100000
Europe,Master's,Y,N,4107,1855,West,Year,Y,50000-100000
Asia,Master's,Y,N,3392,1985,Northeast,Year,Y,< 50000
Asia,Doctorate,Y,N,4456,2013,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,1640,2011,South,Year,Y,> 100000
Africa,Master's,Y,N,3510,2005,Northeast,Year,Y,> 100000
Asia,Doctorate,N,N,1577,1998,Northeast,Hour,Y,50000-100000
Europe,Bachelor's,N,N,3610,1993,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,3254,1998,Northeast,Year,Y,50000-100000
Asia,Bachelor's,N,N,2611,2005,South,Year,Y,50000-100000
Europe,Doctorate,Y,N,144,2003,West,Year,Y,< 50000
Asia,Master's,N,N,3946,2008,South,Year,Y,50000-100000
Europe,Master's,Y,N,735,2005,Northeast,Year,Y,< 50000
North America,Master's,Y,N,572,1847,Northeast,Year,Y,< 50000
Asia,Bachelor's,N,N,1777,1995,West,Year,Y,> 100000
Asia,High School,Y,N,318,2011,West,Year,Y,50000-100000
Asia,Master's,Y,N,5863,2001,West,Year,N,50000-100000
Africa,Master's,Y,N,268,2004,South,Year,Y,< 50000
Asia,Doctorate,Y,N,295,2012,South,Year,Y,< 50000
Asia,Bachelor's,N,N,3072,1934,South,Year,Y,< 50000
Europe,Bachelor's,Y,Y,2796,1963,West,Year,Y,50000-100000
North America,Master's,Y,N,1794,2010,Northeast,Year,N,> 100000
Asia,Bachelor's,Y,N,6318,1989,South,Year,Y,< 50000
Asia,Bachelor's,Y,N,307,1989,South,Year,Y,50000-100000
Europe,Bachelor's,N,Y,80,2009,South,Year,Y,50000-100000
